generation_slot,beat_id,section,start,end,frame_family,editor_overlay,generated_text_policy,factual_reference_ids,safe_attach_ids,reference_only_ids,composition_variant,legal_guardrail,subtitle_safe,final_prompt,status
G011,B018,S03,147.460,155.480,T06_NEGOTIATION_CHRONOLOGY,TALKS RESTART,NONE_EDITOR_OVERLAY_ONLY,RV050,,RV050,V1,"Preserve exact chronology, attribution and legal status.",BOTTOM_22_PERCENT_CLEAR,"FINAL VIDEO FRAME — G011 / B018 — 16:9 WHAT IT COST
SCENE PURPOSE / EDITOR OVERLAY: ""TALKS RESTART""
VOICE CONTEXT: ""Serious acquisition talks restarted in April twenty twenty-two. In May, the companies entered a confidentiality agreement""
MODEL TEXT POLICY — HARD: generate NO new readable text, numerals, logos, seals, signatures, labels, dates, amounts or pseudo-document writing. Exact overlay is added later in locked Bebas Neue / Inter typography. Authentic source text may appear only inside an unchanged source crop.
VISUAL IDEA: April–May 2022 chronology with company dossier cards, neutral confidentiality folder and locked-information packet moving from Figma toward Adobe.
SOURCE REFERENCES: RV050.
SAFE ATTACHMENTS AFTER PREP: NONE.
FACTUAL REFERENCE ONLY / NEVER ATTACH RAW: RV050.
SOURCE FIDELITY: attached photo/UI must remain an unchanged photographic/screenshot element. Do not redraw a real face, fabricate an event, invent UI, or synthesize a document. Raw PDF/HTML forbidden.
COMPOSITION: Left-heavy editor-title zone; dominant source-backed object right; one secondary paper layer; restrained red rule. April–May 2022 chronology with company dossier cards, neutral confidentiality folder and locked-information packet moving from Figma toward Adobe.
STYLE: premium investigative business documentary; deep black/charcoal tactile field, warm paper layers, paper-white editorial zones, restrained signal-red #D32222, rare muted antique-gold hardware, realistic paper depth, subtle film grain, strong negative space. Evidence, money, power, consequence; not law-firm template or tech ad.
NON-MONOTONY: vary at least two of focal side, crop scale, paper layering, photo/document balance, connector geometry, red-accent placement from adjacent beats.
LEGAL / FACT LOCK: Preserve exact chronology, attribution and legal status.
SUBTITLE SAFE — HARD: bottom 22% dark and visually quiet; no face/eyes, evidence, UI, title, amount, source label, caveat, map endpoint or important connector there.
REJECT: no horror, neon, fake courtroom, gavel/scales, money rain, fake stamps, fake document text, random redactions, dashboard/card grid, mirrored/duplicated person, cropped face, watermark, border or style-reference content leakage.
OUTPUT: final source-styled plate; 1920×1080 composition-ready; exact editor overlay applied deterministically.",FINAL_PROMPT_LOCKED_NO_SPEND
G012,B019,S03,155.480,161.160,T06_NEGOTIATION_CHRONOLOGY,THEN CAME THE PRICE,NONE_EDITOR_OVERLAY_ONLY,RV050,,RV050,V2,"Preserve exact chronology, attribution and legal status.",BOTTOM_22_PERCENT_CLEAR,"FINAL VIDEO FRAME — G012 / B019 — 16:9 WHAT IT COST
SCENE PURPOSE / EDITOR OVERLAY: ""THEN CAME THE PRICE""
VOICE CONTEXT: ""and Figma began providing confidential information to Adobe. Then came the price.""
MODEL TEXT POLICY — HARD: generate NO new readable text, numerals, logos, seals, signatures, labels, dates, amounts or pseudo-document writing. Exact overlay is added later in locked Bebas Neue / Inter typography. Authentic source text may appear only inside an unchanged source crop.
VISUAL IDEA: Top-down negotiation-table composition with two corporate folders and a single central offer-card zone.
SOURCE REFERENCES: RV050.
SAFE ATTACHMENTS AFTER PREP: NONE.
FACTUAL REFERENCE ONLY / NEVER ATTACH RAW: RV050.
SOURCE FIDELITY: attached photo/UI must remain an unchanged photographic/screenshot element. Do not redraw a real face, fabricate an event, invent UI, or synthesize a document. Raw PDF/HTML forbidden.
COMPOSITION: Upper-right hero source object; smaller upper-left support layer; wide center negative space. Top-down negotiation-table composition with two corporate folders and a single central offer-card zone.
STYLE: premium investigative business documentary; deep black/charcoal tactile field, warm paper layers, paper-white editorial zones, restrained signal-red #D32222, rare muted antique-gold hardware, realistic paper depth, subtle film grain, strong negative space. Evidence, money, power, consequence; not law-firm template or tech ad.
NON-MONOTONY: vary at least two of focal side, crop scale, paper layering, photo/document balance, connector geometry, red-accent placement from adjacent beats.
LEGAL / FACT LOCK: Preserve exact chronology, attribution and legal status.
SUBTITLE SAFE — HARD: bottom 22% dark and visually quiet; no face/eyes, evidence, UI, title, amount, source label, caveat, map endpoint or important connector there.
REJECT: no horror, neon, fake courtroom, gavel/scales, money rain, fake stamps, fake document text, random redactions, dashboard/card grid, mirrored/duplicated person, cropped face, watermark, border or style-reference content leakage.
OUTPUT: final source-styled plate; 1920×1080 composition-ready; exact editor overlay applied deterministically.",FINAL_PROMPT_LOCKED_NO_SPEND
G013,B021,S03,170.080,179.580,T06_NEGOTIATION_CHRONOLOGY,NO FEE YET,NONE_EDITOR_OVERLAY_ONLY,RV050,,RV050,V3,"Preserve exact chronology, attribution and legal status.",BOTTOM_22_PERCENT_CLEAR,"FINAL VIDEO FRAME — G013 / B021 — 16:9 WHAT IT COST
SCENE PURPOSE / EDITOR OVERLAY: ""NO FEE YET""
VOICE CONTEXT: ""roughly half cash and half stock. That proposal did not yet include a termination fee. Figma did not negotiate only the headline price.""
MODEL TEXT POLICY — HARD: generate NO new readable text, numerals, logos, seals, signatures, labels, dates, amounts or pseudo-document writing. Exact overlay is added later in locked Bebas Neue / Inter typography. Authentic source text may appear only inside an unchanged source crop.
VISUAL IDEA: June-offer paper silhouette with two consideration blocks and an intentionally empty termination-fee row highlighted by a red bracket.
SOURCE REFERENCES: RV050.
SAFE ATTACHMENTS AFTER PREP: NONE.
FACTUAL REFERENCE ONLY / NEVER ATTACH RAW: RV050.
SOURCE FIDELITY: attached photo/UI must remain an unchanged photographic/screenshot element. Do not redraw a real face, fabricate an event, invent UI, or synthesize a document. Raw PDF/HTML forbidden.
COMPOSITION: Centered tactile folder/paper architecture with asymmetric source card and one narrow red tab. June-offer paper silhouette with two consideration blocks and an intentionally empty termination-fee row highlighted by a red bracket.
STYLE: premium investigative business documentary; deep black/charcoal tactile field, warm paper layers, paper-white editorial zones, restrained signal-red #D32222, rare muted antique-gold hardware, realistic paper depth, subtle film grain, strong negative space. Evidence, money, power, consequence; not law-firm template or tech ad.
NON-MONOTONY: vary at least two of focal side, crop scale, paper layering, photo/document balance, connector geometry, red-accent placement from adjacent beats.
LEGAL / FACT LOCK: Preserve exact chronology, attribution and legal status.
SUBTITLE SAFE — HARD: bottom 22% dark and visually quiet; no face/eyes, evidence, UI, title, amount, source label, caveat, map endpoint or important connector there.
REJECT: no horror, neon, fake courtroom, gavel/scales, money rain, fake stamps, fake document text, random redactions, dashboard/card grid, mirrored/duplicated person, cropped face, watermark, border or style-reference content leakage.
OUTPUT: final source-styled plate; 1920×1080 composition-ready; exact editor overlay applied deterministically.",FINAL_PROMPT_LOCKED_NO_SPEND
G014,B024,S03,198.400,207.520,T06_NEGOTIATION_CHRONOLOGY,THE FEE ENTERS THE DEAL,NONE_EDITOR_OVERLAY_ONLY,RV052;RV049,,RV052;RV049,V4,"$1B is contractual termination fee/liquidated damages, not government fine, court award or regulator invoice.",BOTTOM_22_PERCENT_CLEAR,"FINAL VIDEO FRAME — G014 / B024 — 16:9 WHAT IT COST
SCENE PURPOSE / EDITOR OVERLAY: ""THE FEE ENTERS THE DEAL""
VOICE CONTEXT: ""The twenty-billion-dollar price remained. And now the proposal included a one-billion-dollar reverse termination fee. That sequence matters.""
MODEL TEXT POLICY — HARD: generate NO new readable text, numerals, logos, seals, signatures, labels, dates, amounts or pseudo-document writing. Exact overlay is added later in locked Bebas Neue / Inter typography. Authentic source text may appear only inside an unchanged source crop.
VISUAL IDEA: Adobe and Figma identity cards flank a merger folder as a new deep-red fee tab is inserted into the contract architecture.
SOURCE REFERENCES: RV052; RV049.
SAFE ATTACHMENTS AFTER PREP: NONE.
FACTUAL REFERENCE ONLY / NEVER ATTACH RAW: RV052; RV049.
SOURCE FIDELITY: attached photo/UI must remain an unchanged photographic/screenshot element. Do not redraw a real face, fabricate an event, invent UI, or synthesize a document. Raw PDF/HTML forbidden.
COMPOSITION: Diagonal editorial paper stack upper-left to center-right; source inset remains clearly photographic. Adobe and Figma identity cards flank a merger folder as a new deep-red fee tab is inserted into the contract architecture.
STYLE: premium investigative business documentary; deep black/charcoal tactile field, warm paper layers, paper-white editorial zones, restrained signal-red #D32222, rare muted antique-gold hardware, realistic paper depth, subtle film grain, strong negative space. Evidence, money, power, consequence; not law-firm template or tech ad.
NON-MONOTONY: vary at least two of focal side, crop scale, paper layering, photo/document balance, connector geometry, red-accent placement from adjacent beats.
LEGAL / FACT LOCK: $1B is contractual termination fee/liquidated damages, not government fine, court award or regulator invoice.
SUBTITLE SAFE — HARD: bottom 22% dark and visually quiet; no face/eyes, evidence, UI, title, amount, source label, caveat, map endpoint or important connector there.
REJECT: no horror, neon, fake courtroom, gavel/scales, money rain, fake stamps, fake document text, random redactions, dashboard/card grid, mirrored/duplicated person, cropped face, watermark, border or style-reference content leakage.
OUTPUT: final source-styled plate; 1920×1080 composition-ready; exact editor overlay applied deterministically.",FINAL_PROMPT_LOCKED_NO_SPEND
G015,B026,S03,217.820,222.920,T06_NEGOTIATION_CHRONOLOGY,ADOBE AGREES,NONE_EDITOR_OVERLAY_ONLY,RV052,,RV052,V5,"$1B is contractual termination fee/liquidated damages, not government fine, court award or regulator invoice.",BOTTOM_22_PERCENT_CLEAR,"FINAL VIDEO FRAME — G015 / B026 — 16:9 WHAT IT COST
SCENE PURPOSE / EDITOR OVERLAY: ""ADOBE AGREES""
VOICE CONTEXT: ""July twentieth: Adobe agrees to a one-billion-dollar reverse termination fee.""
MODEL TEXT POLICY — HARD: generate NO new readable text, numerals, logos, seals, signatures, labels, dates, amounts or pseudo-document writing. Exact overlay is added later in locked Bebas Neue / Inter typography. Authentic source text may appear only inside an unchanged source crop.
VISUAL IDEA: July 20 chronology card with a red fee tab locking into the merger folder; agreement-to-fee is the single hero idea.
SOURCE REFERENCES: RV052.
SAFE ATTACHMENTS AFTER PREP: NONE.
FACTUAL REFERENCE ONLY / NEVER ATTACH RAW: RV052.
SOURCE FIDELITY: attached photo/UI must remain an unchanged photographic/screenshot element. Do not redraw a real face, fabricate an event, invent UI, or synthesize a document. Raw PDF/HTML forbidden.
COMPOSITION: Two-sided dossier composition with controlled central gap; one red connector/tab; never a grid. July 20 chronology card with a red fee tab locking into the merger folder; agreement-to-fee is the single hero idea.
STYLE: premium investigative business documentary; deep black/charcoal tactile field, warm paper layers, paper-white editorial zones, restrained signal-red #D32222, rare muted antique-gold hardware, realistic paper depth, subtle film grain, strong negative space. Evidence, money, power, consequence; not law-firm template or tech ad.
NON-MONOTONY: vary at least two of focal side, crop scale, paper layering, photo/document balance, connector geometry, red-accent placement from adjacent beats.
LEGAL / FACT LOCK: $1B is contractual termination fee/liquidated damages, not government fine, court award or regulator invoice.
SUBTITLE SAFE — HARD: bottom 22% dark and visually quiet; no face/eyes, evidence, UI, title, amount, source label, caveat, map endpoint or important connector there.
REJECT: no horror, neon, fake courtroom, gavel/scales, money rain, fake stamps, fake document text, random redactions, dashboard/card grid, mirrored/duplicated person, cropped face, watermark, border or style-reference content leakage.
OUTPUT: final source-styled plate; 1920×1080 composition-ready; exact editor overlay applied deterministically.",FINAL_PROMPT_LOCKED_NO_SPEND
G016,B027,S03,223.680,229.520,T06_NEGOTIATION_CHRONOLOGY,THE COST WAS ALREADY THERE,NONE_EDITOR_OVERLAY_ONLY,RV049,,RV049,V1,"$1B is contractual termination fee/liquidated damages, not government fine, court award or regulator invoice.",BOTTOM_22_PERCENT_CLEAR,"FINAL VIDEO FRAME — G016 / B027 — 16:9 WHAT IT COST
SCENE PURPOSE / EDITOR OVERLAY: ""THE COST WAS ALREADY THERE""
VOICE CONTEXT: ""More than a year before the acquisition ended, the billion-dollar cost was already inside the deal architecture.""
MODEL TEXT POLICY — HARD: generate NO new readable text, numerals, logos, seals, signatures, labels, dates, amounts or pseudo-document writing. Exact overlay is added later in locked Bebas Neue / Inter typography. Authentic source text may appear only inside an unchanged source crop.
VISUAL IDEA: Closed merger folder foreground with a red reverse-fee tab already protruding; later failed-close cue stays distant and secondary.
SOURCE REFERENCES: RV049.
SAFE ATTACHMENTS AFTER PREP: NONE.
FACTUAL REFERENCE ONLY / NEVER ATTACH RAW: RV049.
SOURCE FIDELITY: attached photo/UI must remain an unchanged photographic/screenshot element. Do not redraw a real face, fabricate an event, invent UI, or synthesize a document. Raw PDF/HTML forbidden.
COMPOSITION: Left-heavy editor-title zone; dominant source-backed object right; one secondary paper layer; restrained red rule. Closed merger folder foreground with a red reverse-fee tab already protruding; later failed-close cue stays distant and secondary.
STYLE: premium investigative business documentary; deep black/charcoal tactile field, warm paper layers, paper-white editorial zones, restrained signal-red #D32222, rare muted antique-gold hardware, realistic paper depth, subtle film grain, strong negative space. Evidence, money, power, consequence; not law-firm template or tech ad.
NON-MONOTONY: vary at least two of focal side, crop scale, paper layering, photo/document balance, connector geometry, red-accent placement from adjacent beats.
LEGAL / FACT LOCK: $1B is contractual termination fee/liquidated damages, not government fine, court award or regulator invoice.
SUBTITLE SAFE — HARD: bottom 22% dark and visually quiet; no face/eyes, evidence, UI, title, amount, source label, caveat, map endpoint or important connector there.
REJECT: no horror, neon, fake courtroom, gavel/scales, money rain, fake stamps, fake document text, random redactions, dashboard/card grid, mirrored/duplicated person, cropped face, watermark, border or style-reference content leakage.
OUTPUT: final source-styled plate; 1920×1080 composition-ready; exact editor overlay applied deterministically.",FINAL_PROMPT_LOCKED_NO_SPEND
G017,B028,S04,230.660,238.600,T03_CONTRACT_MECHANISM,RISK ALLOCATION,NONE_EDITOR_OVERLAY_ONLY,RV049,,RV049,V2,"$1B is contractual termination fee/liquidated damages, not government fine, court award or regulator invoice.",BOTTOM_22_PERCENT_CLEAR,"FINAL VIDEO FRAME — G017 / B028 — 16:9 WHAT IT COST
SCENE PURPOSE / EDITOR OVERLAY: ""RISK ALLOCATION""
VOICE CONTEXT: ""A reverse termination fee is not a punishment imposed by the government. It is a risk-allocation term negotiated by the parties to a transaction.""
MODEL TEXT POLICY — HARD: generate NO new readable text, numerals, logos, seals, signatures, labels, dates, amounts or pseudo-document writing. Exact overlay is added later in locked Bebas Neue / Inter typography. Authentic source text may appear only inside an unchanged source crop.
VISUAL IDEA: Physical-paper transaction architecture with buyer, target, agreement and one red risk path assigned to a defined failed-close consequence.
SOURCE REFERENCES: RV049.
SAFE ATTACHMENTS AFTER PREP: NONE.
FACTUAL REFERENCE ONLY / NEVER ATTACH RAW: RV049.
SOURCE FIDELITY: attached photo/UI must remain an unchanged photographic/screenshot element. Do not redraw a real face, fabricate an event, invent UI, or synthesize a document. Raw PDF/HTML forbidden.
COMPOSITION: Upper-right hero source object; smaller upper-left support layer; wide center negative space. Physical-paper transaction architecture with buyer, target, agreement and one red risk path assigned to a defined failed-close consequence.
STYLE: premium investigative business documentary; deep black/charcoal tactile field, warm paper layers, paper-white editorial zones, restrained signal-red #D32222, rare muted antique-gold hardware, realistic paper depth, subtle film grain, strong negative space. Evidence, money, power, consequence; not law-firm template or tech ad.
NON-MONOTONY: vary at least two of focal side, crop scale, paper layering, photo/document balance, connector geometry, red-accent placement from adjacent beats.
LEGAL / FACT LOCK: $1B is contractual termination fee/liquidated damages, not government fine, court award or regulator invoice.
SUBTITLE SAFE — HARD: bottom 22% dark and visually quiet; no face/eyes, evidence, UI, title, amount, source label, caveat, map endpoint or important connector there.
REJECT: no horror, neon, fake courtroom, gavel/scales, money rain, fake stamps, fake document text, random redactions, dashboard/card grid, mirrored/duplicated person, cropped face, watermark, border or style-reference content leakage.
OUTPUT: final source-styled plate; 1920×1080 composition-ready; exact editor overlay applied deterministically.",FINAL_PROMPT_LOCKED_NO_SPEND
G018,B029,S04,238.600,246.320,T03_CONTRACT_MECHANISM,IF CLOSING FAILS,NONE_EDITOR_OVERLAY_ONLY,RV049;RV062,,RV049;RV062,V3,"$1B is contractual termination fee/liquidated damages, not government fine, court award or regulator invoice.",BOTTOM_22_PERCENT_CLEAR,"FINAL VIDEO FRAME — G018 / B029 — 16:9 WHAT IT COST
SCENE PURPOSE / EDITOR OVERLAY: ""IF CLOSING FAILS""
VOICE CONTEXT: ""In simple terms, the buyer agrees that if specified closing failures occur, the seller can receive a defined payment.""
MODEL TEXT POLICY — HARD: generate NO new readable text, numerals, logos, seals, signatures, labels, dates, amounts or pseudo-document writing. Exact overlay is added later in locked Bebas Neue / Inter typography. Authentic source text may appear only inside an unchanged source crop.
VISUAL IDEA: Two-path contract diagram as tactile paper: one path toward closing, one toward a defined payment obligation; no certainty of failure.
SOURCE REFERENCES: RV049; RV062.
SAFE ATTACHMENTS AFTER PREP: NONE.
FACTUAL REFERENCE ONLY / NEVER ATTACH RAW: RV049; RV062.
SOURCE FIDELITY: attached photo/UI must remain an unchanged photographic/screenshot element. Do not redraw a real face, fabricate an event, invent UI, or synthesize a document. Raw PDF/HTML forbidden.
COMPOSITION: Centered tactile folder/paper architecture with asymmetric source card and one narrow red tab. Two-path contract diagram as tactile paper: one path toward closing, one toward a defined payment obligation; no certainty of failure.
STYLE: premium investigative business documentary; deep black/charcoal tactile field, warm paper layers, paper-white editorial zones, restrained signal-red #D32222, rare muted antique-gold hardware, realistic paper depth, subtle film grain, strong negative space. Evidence, money, power, consequence; not law-firm template or tech ad.
NON-MONOTONY: vary at least two of focal side, crop scale, paper layering, photo/document balance, connector geometry, red-accent placement from adjacent beats.
LEGAL / FACT LOCK: $1B is contractual termination fee/liquidated damages, not government fine, court award or regulator invoice.
SUBTITLE SAFE — HARD: bottom 22% dark and visually quiet; no face/eyes, evidence, UI, title, amount, source label, caveat, map endpoint or important connector there.
REJECT: no horror, neon, fake courtroom, gavel/scales, money rain, fake stamps, fake document text, random redactions, dashboard/card grid, mirrored/duplicated person, cropped face, watermark, border or style-reference content leakage.
OUTPUT: final source-styled plate; 1920×1080 composition-ready; exact editor overlay applied deterministically.",FINAL_PROMPT_LOCKED_NO_SPEND
G019,B031,S04,258.500,265.220,T03_CONTRACT_MECHANISM,NOT A PENALTY,NONE_EDITOR_OVERLAY_ONLY,RV049,,RV049,V4,"$1B is contractual termination fee/liquidated damages, not government fine, court award or regulator invoice.",BOTTOM_22_PERCENT_CLEAR,"FINAL VIDEO FRAME — G019 / B031 — 16:9 WHAT IT COST
SCENE PURPOSE / EDITOR OVERLAY: ""NOT A PENALTY""
VOICE CONTEXT: ""And the contract makes an unusually useful distinction for this story. It says the termination fee is not a penalty.""
MODEL TEXT POLICY — HARD: generate NO new readable text, numerals, logos, seals, signatures, labels, dates, amounts or pseudo-document writing. Exact overlay is added later in locked Bebas Neue / Inter typography. Authentic source text may appear only inside an unchanged source crop.
VISUAL IDEA: Warm contract-paper crop as source object with clean editor-text zone for legal distinction; no enforcement imagery.
SOURCE REFERENCES: RV049.
SAFE ATTACHMENTS AFTER PREP: NONE.
FACTUAL REFERENCE ONLY / NEVER ATTACH RAW: RV049.
SOURCE FIDELITY: attached photo/UI must remain an unchanged photographic/screenshot element. Do not redraw a real face, fabricate an event, invent UI, or synthesize a document. Raw PDF/HTML forbidden.
COMPOSITION: Diagonal editorial paper stack upper-left to center-right; source inset remains clearly photographic. Warm contract-paper crop as source object with clean editor-text zone for legal distinction; no enforcement imagery.
STYLE: premium investigative business documentary; deep black/charcoal tactile field, warm paper layers, paper-white editorial zones, restrained signal-red #D32222, rare muted antique-gold hardware, realistic paper depth, subtle film grain, strong negative space. Evidence, money, power, consequence; not law-firm template or tech ad.
NON-MONOTONY: vary at least two of focal side, crop scale, paper layering, photo/document balance, connector geometry, red-accent placement from adjacent beats.
LEGAL / FACT LOCK: $1B is contractual termination fee/liquidated damages, not government fine, court award or regulator invoice.
SUBTITLE SAFE — HARD: bottom 22% dark and visually quiet; no face/eyes, evidence, UI, title, amount, source label, caveat, map endpoint or important connector there.
REJECT: no horror, neon, fake courtroom, gavel/scales, money rain, fake stamps, fake document text, random redactions, dashboard/card grid, mirrored/duplicated person, cropped face, watermark, border or style-reference content leakage.
OUTPUT: final source-styled plate; 1920×1080 composition-ready; exact editor overlay applied deterministically.",FINAL_PROMPT_LOCKED_NO_SPEND
G020,B032,S04,265.220,273.100,T03_CONTRACT_MECHANISM,LIQUIDATED DAMAGES,NONE_EDITOR_OVERLAY_ONLY,RV049;RV062,,RV049;RV062,V5,"$1B is contractual termination fee/liquidated damages, not government fine, court award or regulator invoice.",BOTTOM_22_PERCENT_CLEAR,"FINAL VIDEO FRAME — G020 / B032 — 16:9 WHAT IT COST
SCENE PURPOSE / EDITOR OVERLAY: ""LIQUIDATED DAMAGES""
VOICE CONTEXT: ""It describes the payment as liquidated damages. So the agreement did more than describe the deal the companies wanted to close.""
MODEL TEXT POLICY — HARD: generate NO new readable text, numerals, logos, seals, signatures, labels, dates, amounts or pseudo-document writing. Exact overlay is added later in locked Bebas Neue / Inter typography. Authentic source text may appear only inside an unchanged source crop.
VISUAL IDEA: Contract dossier with a measured consequence bar and source-paper edge; commercial-contract tone, not criminal punishment.
SOURCE REFERENCES: RV049; RV062.
SAFE ATTACHMENTS AFTER PREP: NONE.
FACTUAL REFERENCE ONLY / NEVER ATTACH RAW: RV049; RV062.
SOURCE FIDELITY: attached photo/UI must remain an unchanged photographic/screenshot element. Do not redraw a real face, fabricate an event, invent UI, or synthesize a document. Raw PDF/HTML forbidden.
COMPOSITION: Two-sided dossier composition with controlled central gap; one red connector/tab; never a grid. Contract dossier with a measured consequence bar and source-paper edge; commercial-contract tone, not criminal punishment.
STYLE: premium investigative business documentary; deep black/charcoal tactile field, warm paper layers, paper-white editorial zones, restrained signal-red #D32222, rare muted antique-gold hardware, realistic paper depth, subtle film grain, strong negative space. Evidence, money, power, consequence; not law-firm template or tech ad.
NON-MONOTONY: vary at least two of focal side, crop scale, paper layering, photo/document balance, connector geometry, red-accent placement from adjacent beats.
LEGAL / FACT LOCK: $1B is contractual termination fee/liquidated damages, not government fine, court award or regulator invoice.
SUBTITLE SAFE — HARD: bottom 22% dark and visually quiet; no face/eyes, evidence, UI, title, amount, source label, caveat, map endpoint or important connector there.
REJECT: no horror, neon, fake courtroom, gavel/scales, money rain, fake stamps, fake document text, random redactions, dashboard/card grid, mirrored/duplicated person, cropped face, watermark, border or style-reference content leakage.
OUTPUT: final source-styled plate; 1920×1080 composition-ready; exact editor overlay applied deterministically.",FINAL_PROMPT_LOCKED_NO_SPEND
G021,B033,S04,273.980,278.820,T03_CONTRACT_MECHANISM,FAILURE HAD A PRICE,NONE_EDITOR_OVERLAY_ONLY,RV049,,RV049,V1,"$1B is contractual termination fee/liquidated damages, not government fine, court award or regulator invoice.",BOTTOM_22_PERCENT_CLEAR,"FINAL VIDEO FRAME — G021 / B033 — 16:9 WHAT IT COST
SCENE PURPOSE / EDITOR OVERLAY: ""FAILURE HAD A PRICE""
VOICE CONTEXT: ""It also described a financial consequence if that deal failed under the specified conditions.""
MODEL TEXT POLICY — HARD: generate NO new readable text, numerals, logos, seals, signatures, labels, dates, amounts or pseudo-document writing. Exact overlay is added later in locked Bebas Neue / Inter typography. Authentic source text may appear only inside an unchanged source crop.
VISUAL IDEA: Signed-deal folder branches to incomplete closing path and defined contractual-consequence tab.
SOURCE REFERENCES: RV049.
SAFE ATTACHMENTS AFTER PREP: NONE.
FACTUAL REFERENCE ONLY / NEVER ATTACH RAW: RV049.
SOURCE FIDELITY: attached photo/UI must remain an unchanged photographic/screenshot element. Do not redraw a real face, fabricate an event, invent UI, or synthesize a document. Raw PDF/HTML forbidden.
COMPOSITION: Left-heavy editor-title zone; dominant source-backed object right; one secondary paper layer; restrained red rule. Signed-deal folder branches to incomplete closing path and defined contractual-consequence tab.
STYLE: premium investigative business documentary; deep black/charcoal tactile field, warm paper layers, paper-white editorial zones, restrained signal-red #D32222, rare muted antique-gold hardware, realistic paper depth, subtle film grain, strong negative space. Evidence, money, power, consequence; not law-firm template or tech ad.
NON-MONOTONY: vary at least two of focal side, crop scale, paper layering, photo/document balance, connector geometry, red-accent placement from adjacent beats.
LEGAL / FACT LOCK: $1B is contractual termination fee/liquidated damages, not government fine, court award or regulator invoice.
SUBTITLE SAFE — HARD: bottom 22% dark and visually quiet; no face/eyes, evidence, UI, title, amount, source label, caveat, map endpoint or important connector there.
REJECT: no horror, neon, fake courtroom, gavel/scales, money rain, fake stamps, fake document text, random redactions, dashboard/card grid, mirrored/duplicated person, cropped face, watermark, border or style-reference content leakage.
OUTPUT: final source-styled plate; 1920×1080 composition-ready; exact editor overlay applied deterministically.",FINAL_PROMPT_LOCKED_NO_SPEND
G022,B035,S05,286.680,292.860,T02_DEAL_DOSSIER,"SEPTEMBER 15, 2022",NONE_EDITOR_OVERLAY_ONLY,RV047;RV025,RV025,RV047,V2,"Preserve exact chronology, attribution and legal status.",BOTTOM_22_PERCENT_CLEAR,"FINAL VIDEO FRAME — G022 / B035 — 16:9 WHAT IT COST
SCENE PURPOSE / EDITOR OVERLAY: ""SEPTEMBER 15, 2022""
VOICE CONTEXT: ""On September fifteenth, twenty twenty-two, the definitive agreement was signed and the transaction became public.""
MODEL TEXT POLICY — HARD: generate NO new readable text, numerals, logos, seals, signatures, labels, dates, amounts or pseudo-document writing. Exact overlay is added later in locked Bebas Neue / Inter typography. Authentic source text may appear only inside an unchanged source crop.
VISUAL IDEA: Official Adobe/Figma deal material as factual anchor on warm paper over dark corporate field with one red date tab.
SOURCE REFERENCES: RV047; RV025.
SAFE ATTACHMENTS AFTER PREP: RV025.
FACTUAL REFERENCE ONLY / NEVER ATTACH RAW: RV047.
SOURCE FIDELITY: attached photo/UI must remain an unchanged photographic/screenshot element. Do not redraw a real face, fabricate an event, invent UI, or synthesize a document. Raw PDF/HTML forbidden.
COMPOSITION: Upper-right hero source object; smaller upper-left support layer; wide center negative space. Official Adobe/Figma deal material as factual anchor on warm paper over dark corporate field with one red date tab.
STYLE: premium investigative business documentary; deep black/charcoal tactile field, warm paper layers, paper-white editorial zones, restrained signal-red #D32222, rare muted antique-gold hardware, realistic paper depth, subtle film grain, strong negative space. Evidence, money, power, consequence; not law-firm template or tech ad.
NON-MONOTONY: vary at least two of focal side, crop scale, paper layering, photo/document balance, connector geometry, red-accent placement from adjacent beats.
LEGAL / FACT LOCK: Preserve exact chronology, attribution and legal status.
SUBTITLE SAFE — HARD: bottom 22% dark and visually quiet; no face/eyes, evidence, UI, title, amount, source label, caveat, map endpoint or important connector there.
REJECT: no horror, neon, fake courtroom, gavel/scales, money rain, fake stamps, fake document text, random redactions, dashboard/card grid, mirrored/duplicated person, cropped face, watermark, border or style-reference content leakage.
OUTPUT: final source-styled plate; 1920×1080 composition-ready; exact editor overlay applied deterministically.",FINAL_PROMPT_LOCKED_NO_SPEND
