word_index,section,start,end,alignment,word
295,S02,126.480,126.880,DIRECT,that
296,S02,126.880,127.020,DIRECT,would
297,S02,127.020,127.240,DIRECT,later
298,S02,127.240,127.640,DIRECT,become
299,S02,127.640,128.000,DIRECT,just
300,S02,128.000,128.180,DIRECT,as
301,S02,128.180,128.440,DIRECT,important.
302,S02,129.440,129.820,ALIGNED,One
303,S02,129.820,130.120,DIRECT,billion
304,S02,130.120,131.020,ALIGNED,dollars.
305,S03,131.020,131.420,DIRECT,The
306,S03,131.420,132.100,DIRECT,negotiation
307,S03,132.100,132.680,DIRECT,record
308,S03,132.680,133.160,DIRECT,filed
309,S03,133.160,133.460,DIRECT,with
310,S03,133.460,133.560,DIRECT,the
311,S03,133.560,133.880,DIRECT,Securities
312,S03,133.880,134.280,DIRECT,and
313,S03,134.280,134.480,DIRECT,Exchange
314,S03,134.480,134.940,DIRECT,Commission
315,S03,134.940,135.680,DIRECT,shows
316,S03,135.680,136.100,DIRECT,how
317,S03,136.100,136.240,DIRECT,that
318,S03,136.240,136.620,DIRECT,number
319,S03,136.620,136.860,DIRECT,entered
320,S03,136.860,137.120,DIRECT,the
321,S03,137.120,137.460,DIRECT,deal.
322,S03,138.300,138.520,DIRECT,Adobe
323,S03,138.520,138.920,DIRECT,and
324,S03,138.920,139.320,DIRECT,Figma
325,S03,139.320,139.540,DIRECT,had
326,S03,139.540,139.820,DIRECT,discussed
327,S03,139.820,140.460,DIRECT,possible
328,S03,140.460,141.000,DIRECT,combinations
329,S03,141.000,141.460,DIRECT,before
330,S03,141.460,141.980,ALIGNED,twenty
331,S03,141.980,142.500,ALIGNED,"twenty-two,"
332,S03,143.140,143.580,DIRECT,but
333,S03,143.580,143.760,DIRECT,those
334,S03,143.760,144.160,DIRECT,earlier
335,S03,144.160,144.720,DIRECT,conversations
336,S03,144.720,145.280,DIRECT,did
337,S03,145.280,145.480,DIRECT,not
338,S03,145.480,145.820,DIRECT,produce
339,S03,145.820,145.980,DIRECT,a
340,S03,145.980,146.580,DIRECT,transaction.
341,S03,147.460,148.000,DIRECT,Serious
342,S03,148.000,148.360,DIRECT,acquisition
343,S03,148.360,149.120,DIRECT,talks
344,S03,149.120,149.820,DIRECT,restarted
345,S03,149.820,149.940,DIRECT,in
346,S03,149.940,150.300,DIRECT,April
347,S03,150.300,150.550,ALIGNED,twenty
348,S03,150.550,150.800,ALIGNED,twenty-two.
349,S03,152.080,152.360,DIRECT,In
350,S03,152.360,152.580,DIRECT,"May,"
351,S03,153.040,153.200,DIRECT,the
352,S03,153.200,153.500,DIRECT,companies
353,S03,153.500,153.900,DIRECT,entered
354,S03,153.900,154.000,DIRECT,a
355,S03,154.000,154.380,DIRECT,confidentiality
356,S03,154.380,155.480,DIRECT,agreement
357,S03,155.480,156.160,DIRECT,and
358,S03,156.160,156.600,DIRECT,Figma
359,S03,156.600,156.840,DIRECT,began
360,S03,156.840,157.380,DIRECT,providing
361,S03,157.380,157.860,DIRECT,confidential
362,S03,157.860,158.580,DIRECT,information
363,S03,158.580,158.980,DIRECT,to
364,S03,158.980,159.140,DIRECT,Adobe.
365,S03,160.220,160.460,DIRECT,Then
366,S03,160.460,160.700,DIRECT,came
367,S03,160.700,160.900,DIRECT,the
368,S03,160.900,161.160,DIRECT,price.
369,S03,162.140,162.220,DIRECT,On
370,S03,162.220,162.420,DIRECT,June
371,S03,162.420,162.973,ALIGNED,"nineteenth,"
372,S03,162.973,163.527,ALIGNED,twenty
373,S03,163.527,164.080,ALIGNED,"twenty-two,"
374,S03,164.600,165.040,DIRECT,Adobe
375,S03,165.040,165.620,DIRECT,delivered
376,S03,165.620,165.740,DIRECT,a
377,S03,165.740,166.360,ALIGNED,non-binding
378,S03,166.360,166.860,DIRECT,proposal
379,S03,166.860,167.500,DIRECT,to
380,S03,167.500,167.680,DIRECT,acquire
381,S03,167.680,168.380,DIRECT,Figma
382,S03,168.380,168.600,DIRECT,for
383,S03,168.600,168.980,ALIGNED,twenty
384,S03,168.980,169.340,DIRECT,billion
385,S03,169.340,170.080,ALIGNED,"dollars,"
386,S03,170.080,170.580,DIRECT,roughly
387,S03,170.580,171.020,DIRECT,half
388,S03,171.020,171.280,DIRECT,cash
389,S03,171.280,171.920,DIRECT,and
390,S03,171.920,172.140,DIRECT,half
391,S03,172.140,172.520,DIRECT,stock.
392,S03,173.500,173.600,DIRECT,That
393,S03,173.600,173.960,DIRECT,proposal
394,S03,173.960,174.380,DIRECT,did
395,S03,174.380,174.600,DIRECT,not
396,S03,174.600,174.820,DIRECT,yet
397,S03,174.820,175.180,DIRECT,include
398,S03,175.180,175.360,DIRECT,a
399,S03,175.360,175.660,DIRECT,termination
400,S03,175.660,176.200,DIRECT,fee.
401,S03,176.960,177.360,DIRECT,Figma
402,S03,177.360,177.520,DIRECT,did
403,S03,177.520,177.720,DIRECT,not
404,S03,177.720,178.260,DIRECT,negotiate
405,S03,178.260,178.640,DIRECT,only
406,S03,178.640,178.920,DIRECT,the
407,S03,178.920,179.140,DIRECT,headline
408,S03,179.140,179.580,DIRECT,price.
409,S03,180.280,180.560,DIRECT,It
410,S03,180.560,180.700,DIRECT,also
411,S03,180.700,181.260,DIRECT,negotiated
412,S03,181.260,181.780,DIRECT,what
413,S03,181.780,181.940,DIRECT,would
414,S03,181.940,182.200,DIRECT,happen
415,S03,182.200,182.440,DIRECT,if
416,S03,182.440,182.560,DIRECT,the
417,S03,182.560,182.860,DIRECT,transaction
418,S03,182.860,183.460,DIRECT,could
419,S03,183.460,183.680,DIRECT,not
420,S03,183.680,183.980,DIRECT,close.
421,S03,184.720,185.120,DIRECT,On
422,S03,185.120,185.320,DIRECT,July
423,S03,185.320,185.760,ALIGNED,"fifth,"
424,S03,186.360,186.740,DIRECT,Figma
425,S03,186.740,187.140,DIRECT,proposed
426,S03,187.140,187.420,DIRECT,a
427,S03,187.420,187.640,DIRECT,reverse
428,S03,187.640,188.080,DIRECT,termination
429,S03,188.080,188.740,DIRECT,fee
430,S03,188.740,189.280,DIRECT,tied
431,S03,189.280,189.580,DIRECT,to
432,S03,189.580,189.880,DIRECT,failure
433,S03,189.880,190.240,DIRECT,to
434,S03,190.240,190.600,DIRECT,obtain
435,S03,190.600,191.140,DIRECT,required
436,S03,191.140,191.580,DIRECT,antitrust
437,S03,191.580,192.280,DIRECT,approvals.
438,S03,193.200,193.500,DIRECT,"Then,"
439,S03,193.780,193.880,DIRECT,on
440,S03,193.880,194.160,DIRECT,July
441,S03,194.160,194.480,ALIGNED,"twentieth,"
442,S03,195.220,195.280,DIRECT,Adobe
443,S03,195.280,195.780,DIRECT,came
444,S03,195.780,196.080,DIRECT,back
445,S03,196.080,196.280,DIRECT,with
446,S03,196.280,196.380,DIRECT,a
447,S03,196.380,196.780,DIRECT,revised
448,S03,196.780,197.260,DIRECT,proposal.
449,S03,198.400,198.440,DIRECT,The
450,S03,198.440,199.120,ALIGNED,twenty-billion-dollar
451,S03,199.120,199.680,DIRECT,price
452,S03,199.680,200.340,DIRECT,remained.
453,S03,201.040,201.100,DIRECT,And
454,S03,201.100,201.420,DIRECT,now
455,S03,201.700,201.880,DIRECT,the
456,S03,201.880,202.140,DIRECT,proposal
457,S03,202.140,202.660,DIRECT,included
458,S03,202.660,203.080,DIRECT,a
459,S03,203.080,203.840,ALIGNED,one-billion-dollar
460,S03,203.840,204.500,DIRECT,reverse
461,S03,204.500,204.980,DIRECT,termination
462,S03,204.980,205.640,DIRECT,fee.
463,S03,206.580,206.720,DIRECT,That
464,S03,206.720,206.940,DIRECT,sequence
465,S03,206.940,207.520,DIRECT,matters.
466,S03,208.580,208.640,DIRECT,June
467,S03,208.640,209.350,ALIGNED,nineteenth:
468,S03,209.350,210.060,ALIGNED,twenty
469,S03,210.060,210.500,DIRECT,billion
470,S03,210.500,211.220,ALIGNED,"dollars,"
471,S03,211.220,211.480,DIRECT,no
472,S03,211.480,211.740,DIRECT,fee.
473,S03,212.480,212.820,DIRECT,July
474,S03,212.820,213.300,ALIGNED,fifth:
475,S03,213.960,214.380,DIRECT,Figma
476,S03,214.380,214.700,DIRECT,asks
477,S03,214.700,214.960,DIRECT,for
478,S03,214.960,215.320,DIRECT,protection
479,S03,215.320,215.720,DIRECT,against
480,S03,215.720,216.140,DIRECT,regulatory
481,S03,216.140,216.780,DIRECT,failure.
482,S03,217.820,217.940,DIRECT,July
483,S03,217.940,218.380,ALIGNED,twentieth:
484,S03,219.460,219.470,DIRECT,Adobe
485,S03,219.470,219.940,DIRECT,agrees
486,S03,219.940,220.240,DIRECT,to
487,S03,220.240,220.360,DIRECT,a
488,S03,220.360,221.160,ALIGNED,one-billion-dollar
489,S03,221.160,221.740,DIRECT,reverse
490,S03,221.740,222.260,DIRECT,termination
491,S03,222.260,222.920,DIRECT,fee.
492,S03,223.680,223.980,DIRECT,More
493,S03,223.980,224.160,DIRECT,than
494,S03,224.160,224.260,DIRECT,a
495,S03,224.260,224.480,DIRECT,year
496,S03,224.480,224.740,DIRECT,before
497,S03,224.740,224.980,DIRECT,the
498,S03,224.980,225.300,DIRECT,acquisition
499,S03,225.300,225.880,DIRECT,"ended,"
500,S03,226.360,226.460,DIRECT,the
501,S03,226.460,227.060,ALIGNED,billion-dollar
502,S03,227.060,227.600,DIRECT,cost
503,S03,227.600,227.800,DIRECT,was
504,S03,227.800,228.180,DIRECT,already
505,S03,228.180,228.560,DIRECT,inside
506,S03,228.560,228.960,DIRECT,the
507,S03,228.960,229.120,DIRECT,deal
508,S03,229.120,229.520,DIRECT,architecture.
509,S04,230.660,230.860,DIRECT,A
510,S04,230.860,231.140,DIRECT,reverse
511,S04,231.140,231.500,DIRECT,termination
512,S04,231.500,232.160,DIRECT,fee
513,S04,232.160,232.400,DIRECT,is
514,S04,232.400,232.620,DIRECT,not
515,S04,232.620,232.740,DIRECT,a
516,S04,232.740,233.040,DIRECT,punishment
517,S04,233.040,233.380,DIRECT,imposed
518,S04,233.380,233.820,DIRECT,by
519,S04,233.820,233.940,DIRECT,the
520,S04,233.940,234.140,DIRECT,government.
521,S04,234.720,234.940,DIRECT,It
522,S04,234.940,235.040,DIRECT,is
523,S04,235.040,235.160,DIRECT,a
524,S04,235.160,235.760,ALIGNED,risk-allocation
525,S04,235.760,236.460,DIRECT,term
526,S04,236.460,236.840,DIRECT,negotiated
527,S04,236.840,237.540,DIRECT,by
528,S04,237.540,237.660,DIRECT,the
529,S04,237.660,237.920,DIRECT,parties
530,S04,237.920,238.200,DIRECT,to
531,S04,238.200,238.300,DIRECT,a
532,S04,238.300,238.600,DIRECT,transaction.
533,S04,238.600,239.540,DIRECT,In
534,S04,239.540,240.220,DIRECT,simple
535,S04,240.220,240.580,DIRECT,"terms,"
536,S04,241.000,241.080,DIRECT,the
537,S04,241.080,241.320,DIRECT,buyer
538,S04,241.320,241.780,DIRECT,agrees
539,S04,241.780,242.060,DIRECT,that
540,S04,242.060,242.180,DIRECT,if
541,S04,242.180,242.540,DIRECT,specified
542,S04,242.540,242.980,DIRECT,closing
543,S04,242.980,243.640,DIRECT,failures
544,S04,243.640,243.980,DIRECT,"occur,"
545,S04,244.520,244.580,DIRECT,the
546,S04,244.580,244.820,DIRECT,seller
547,S04,244.820,245.080,DIRECT,can
548,S04,245.080,245.380,DIRECT,receive
549,S04,245.380,245.940,DIRECT,a
550,S04,245.940,245.950,DIRECT,defined
551,S04,245.950,246.320,DIRECT,payment.
552,S04,247.160,247.260,DIRECT,In
553,S04,247.260,247.360,DIRECT,the
554,S04,247.360,248.160,ALIGNED,Adobe-Figma
555,S04,248.160,248.340,DIRECT,"agreement,"
556,S04,248.860,248.900,DIRECT,the
557,S04,248.900,249.120,DIRECT,number
558,S04,249.120,249.340,DIRECT,was
559,S04,249.340,249.660,ALIGNED,one
560,S04,249.660,250.080,DIRECT,billion
561,S04,250.080,251.140,ALIGNED,dollars.
562,S04,251.140,251.480,DIRECT,Section
563,S04,251.480,252.540,ALIGNED,eight-point-two
564,S04,252.540,252.680,DIRECT,of
565,S04,252.680,252.780,DIRECT,the
566,S04,252.780,252.980,DIRECT,merger
567,S04,252.980,253.480,DIRECT,agreement
568,S04,253.480,254.080,DIRECT,set
569,S04,254.080,254.300,DIRECT,out
570,S04,254.300,254.440,DIRECT,the
571,S04,254.440,254.620,DIRECT,fee
572,S04,254.620,254.840,DIRECT,in
573,S04,254.840,255.020,DIRECT,defined
574,S04,255.020,255.940,DIRECT,antitrust
575,S04,255.940,256.420,DIRECT,and
576,S04,256.420,256.720,DIRECT,closing
577,S04,256.720,257.520,DIRECT,circumstances.
578,S04,258.500,258.620,DIRECT,And
579,S04,258.620,258.720,DIRECT,the
580,S04,258.720,259.040,DIRECT,contract
581,S04,259.040,259.440,DIRECT,makes
582,S04,259.440,259.680,DIRECT,an
583,S04,259.680,260.000,DIRECT,unusually
584,S04,260.000,260.740,DIRECT,useful
585,S04,260.740,261.240,DIRECT,distinction
586,S04,261.240,261.600,DIRECT,for
587,S04,261.600,261.740,DIRECT,this
588,S04,261.740,262.100,DIRECT,story.
589,S04,262.700,262.940,DIRECT,It
590,S04,262.940,263.120,DIRECT,says
591,S04,263.120,263.320,DIRECT,the
592,S04,263.320,263.620,DIRECT,termination
593,S04,263.620,264.120,DIRECT,fee
594,S04,264.120,264.420,DIRECT,is
595,S04,264.420,264.780,DIRECT,not
596,S04,264.780,264.980,DIRECT,a
597,S04,264.980,265.220,DIRECT,penalty.
598,S04,265.220,266.180,DIRECT,It
599,S04,266.180,266.480,DIRECT,describes
600,S04,266.480,266.800,DIRECT,the
601,S04,266.800,267.040,DIRECT,payment
602,S04,267.040,267.360,DIRECT,as
603,S04,267.360,268.140,DIRECT,liquidated
604,S04,268.140,268.420,DIRECT,damages.
605,S04,269.380,269.560,DIRECT,So
606,S04,269.900,269.980,DIRECT,the
607,S04,269.980,270.280,DIRECT,agreement
608,S04,270.280,270.560,DIRECT,did
609,S04,270.560,270.800,DIRECT,more
610,S04,270.800,271.060,DIRECT,than
611,S04,271.060,271.340,DIRECT,describe
612,S04,271.340,271.660,DIRECT,the
613,S04,271.660,271.840,DIRECT,deal
614,S04,271.840,272.020,DIRECT,the
615,S04,272.020,272.280,DIRECT,companies
616,S04,272.280,272.640,DIRECT,wanted
617,S04,272.640,272.820,DIRECT,to
618,S04,272.820,273.100,DIRECT,close.
619,S04,273.980,274.100,DIRECT,It
620,S04,274.100,274.220,DIRECT,also
621,S04,274.220,274.740,DIRECT,described
622,S04,274.740,274.980,DIRECT,a
623,S04,274.980,275.280,DIRECT,financial
624,S04,275.280,275.860,DIRECT,consequence
625,S04,275.860,276.640,DIRECT,if
626,S04,276.640,276.820,DIRECT,that
627,S04,276.820,277.060,DIRECT,deal
628,S04,277.060,277.480,DIRECT,failed
629,S04,277.480,277.820,DIRECT,under
630,S04,277.820,278.000,DIRECT,the
